चिचू,NNP
उंदीर,NN
नेहमी,RB
आईच्या,NN
मागे,PSP
भुणभुण,RDP
करत,VAUX
फिरायचा,VM
.,SYM

कधी,WQ
कधी,WQ
त्याला,PRP
पक्ष्यांसारखं,NN
उडावंसं,VM
वाटायचं,VM
तर,CC
कधी,WQ
त्याला,PRP
सशासारख्या,NN
उड्या,VM
माराव्याशा,VM
वाटायच्या,VAUX
.,SYM

एकदा,QO
चिचू,NN
म्हणाला,VM
“आई,NN
काय,WQ
हा,PRP
माझा,PRP
काळा,JJ
रंग,NN
.,SYM

मी,PRP
बदकासारखा,NN
गोरा,JJ
गोरा,JJ
हवा,VM
होतो,VAUX
.,SYM
'',SYM
त्या,PRP
वेळी,NN
तिथून,PSP
एक,QC
परी,NN
चालली,VM
होती,VAUX
.,SYM

तिनं,PRP
ते,PRP
ऐकलं,VM
आणि,CC
त्याची,PRP
गंमत,NN
पाहण्यासाठी,VM
ती,PRP
एका,QC
झाडाच्या,NN
मागं,PSP
लपून,VM
बसली,VAUX
.,SYM

आई,NN
म्हणाली,VM
“अलबत्,NN
“आपल्या,PRP
जंगलात,NN
रामू,NNP
हत्ती,NN
सगळ्यात,QF
बुद्धिमान,JJ
समजला,VM
जातो,VAUX
.,SYM

त्यालाच,NN
जाऊन,VM
विचार!'',NN
चिचू,NNP
पळत,NN
रामूकडे,NNP
निघाला,VM
.,SYM

परी,NNP
त्याच्या,PRP
मागे,PSP
होतीच,VM
.,SYM

वाटेत,VM
त्याला,PRP
मोर,NN
दिसला,VM
.,SYM

चिचू,NNP
रामूकडे,NNP
पोहोचला,VM
.,SYM

चिचू,NNP
म्हणाला,VM
“मला,PRP
फक्त,QF
मोरासारखा,NN
पिसारा,NN
हवा,VM
आहे,VAUX
.,SYM

'',SYM
त्याची,PRP
इच्छा,VM
ऐकून,VM
रामू,NNP
हसू,VM
लागला,VAUX
.,SYM

तेवढ्यात,RB
परीनं,NNP
जादूची,JJ
कांडी,NN
फिरवली,VM
.,SYM

आणि,CC
.,SYM
..
चिचूच्या,NNP
शेपटीच्या,NN
वर,PSP
अगदी,NN
मोरासारखा,NN
रंगीबेरंगी,JJ
पिसांचा,NN
पिसारा,VM
आला,VM
.,SYM

तो,PRP
होता,VM
छोटाच,NN
त्याच्या,PRP
मापाचा,NN
.,SYM

पण,CC
सुंदर!,JJ
चिचूनं,NNP
पिसारा,NN
पाहिला,QO
आणि,CC
एकदम,RB
खूश,RB
झाला,VM
.,SYM

तो,PRP
रामूलाही,NNP
विसरला,VM
.,SYM

आईला,NN
पिसारा,NN
दाखवण्यासाठी,VM
तो,PRP
पळत,VM
पळत,VM
घरी,NN
निघाला,VM
.,SYM

तो,PRP
बिळापाशी,NN
आला,VM
.,SYM

पळून,VM
पळून,VM
त्याला,PRP
खूप,RB
भूक,NN
लागली,VM
होती,VAUX
.,SYM

घाईघाईनं,RDP
तो,PRP
बिळात,NN
शिरू,VM
लागला,VAUX
अन्‌,CC
.,SYM
..
त्याच्या,PRP
पिसाऱ्यामुळे,NN
त्याला,PRP
आत,PSP
शिरताच,VM
येईना,VAUX
.,SYM

तो,PRP
अडकला,VM
.,SYM

मोर,NN
पिसारा,NN
फुलवू,VM
शकतो,VAUX
आणि,CC
मिटू,VM
शकतो,VAUX
.,SYM

हा,PRP
तर,CC
होता,VM
उंदीर!,NN
तो,PRP
पिसारा,NN
त्याचा,PRP
नव्हता,VM
.,SYM

तो,PRP
मिटेना,VM
.,SYM

चिचू,NNP
वैतागला,VM
.,SYM

तो,PRP
उलटा,PSP
होऊन,VM
आत,PSP
जाऊ,VM
लागला,VAUX
तर,CC
बीळ,NN
पूर्ण,JJ
झाकलं,VM
गेलं,VM
.,SYM

आत,PSP
आई,NN
घाबरली,VM
.,SYM

तिनं,PRP
