बाई,NN
:,SYM
नमस्कार,VM
बालमित्रांनो,NN
.,SYM

विद्यार्थी,NN
:,SYM
नमस्कार,VM
बाई,NN
.,SYM

बाई,NN
:,SYM
मुलांनो,NN
आज,RB
तुम्हांला,PRP
माणसापेक्षा,NN
वेगाने,RB
काम,NN
करणारे,VAUX
यंत्र,NN
दाखवणार,VM
आहे,VAUX
.,SYM

छाया,NNP
:,SYM
बापरे!,INJ
माणसापेक्षा,NN
वेगाने,VM
.,SYM
.?,SYM
किती,QF
मोठे,JJ
असेल,VM
ते,PRP
यंत्र!,NN
बघायलाच,VM
हवे,VAUX
.,SYM

मंगेश,NNP
:,SYM
खरंच,VM
असेल,VAUX
का,CC
असे,VM
यंत्र,NN
पल्लवी?,NNP
बाई,NN
:,SYM
मंगेश,NN
काय,WQ
रे,VM
काय,WQ
झाले?,VM
असा,VAUX
शंकेखोर,JJ
नजरेने,NN
का,CC
पाहतोस?,VM
पल्लवी,NNP
:,SYM
बाई,NN
त्याला,PRP
वाटते,VM
असे,VM
काही,NN
नसेलच,VM
.,SYM

बाई,NN
:,SYM
चला,NN
तर,CC
माझ्या,PRP
सोबत,NN
.,SYM

मी,PRP
तुम्हांला,PRP
दाखवते,VM
.,SYM

हे,PRP
बघा,VM
.,SYM

याला,PRP
संगणक,NN
म्हणतात,VM
.,SYM

(सर्वच,PRP
मुले,NN
आश्चर्यचकित,VM
नजरेने,NN
पाहतात,VM
.,SYM
),SYM
समीर,NNP
:,SYM
बाई,NN
ही,PRP
वायर,NN
कसली,WQ
हो,NN
आणि,CC
वायरला,NN
उंदरासारखे,NN
काय,WQ
जोडले,VM
आहे?,VM
बाई,NN
:,SYM
अरे,NN
याला,PRP
माऊस,NN
म्हणतात,VM
.,SYM

इंग्रजीत,NNP
उंदराला,NN
माऊस,NN
म्हणतात,VM
ना!,NEG
सुनिता,NNP
:,SYM
बाई,NN
हे,PRP
इतके,QF
छोटे,JJ
यंत्र,NN
कोणकोणती,WQ
कामे,VM
करते,VAUX
ते,PRP
सांगा,VM
ना,VAUX
.,SYM

बाई,NN
:हे,UNK
बघा,VM
मुलांनो,NN
संगणक,NN
छोटा,JJ
आहे;,VM
परंतु,CC
तो,PRP
खूप,RB
कामे,VM
करतो,VAUX
बरं,INJ
.,SYM

संगणकावर,NN
टाईप,NN
करता,VM
येते,VAUX
.,SYM

गाणी,NN
गोष्टी,NN
ऐकता,VM
येतात,VAUX
.,SYM

चित्रपट,NN
पाहता,VM
येतात,VAUX
.,SYM

संदेश,NN
चित्रे,NN
पत्रे,NN
पुस्तके,NN
यांसारखी,PRP
माहिती,NN
जगात,NN
कोठेही,WQ
वेगाने,VM
पाठवता,VM
येते,VAUX
.,SYM

चित्रे,NN
काढता,VM
येतात,VAUX
.,SYM

खूप,JJ
माहिती,NN
साठवून,VM
ठेवता,VM
येते,VAUX
.,SYM

अक्षय,NNP
:,SYM
बाई,NN
पुस्तकातील,NN
पाठ,NN
चित्रे,NN
संगणकावर,NN
पाहता,VM
येतील,VAUX
का?,WQ
कविता,NN
ऐकता,VM
येतील,VAUX
का?,WQ
बाई,NN
:,SYM
हो,NN
.,SYM

साहिल,NNP
:बाई,NN
आम्हांला,PRP
ऐकवा,VM
ना,VAUX
मग!,CC
बाई,NN
:चला,VM
आपण,PRP
ऐकूया,VM
.,SYM

(हळूच,JJ
या,VM
हो,VAUX
हळूच,RB
या!,VM
ही,PRP
कविता,NN
ऐकवतात,VM
आणि,CC
मुलाफुलांचा,NN
संवाद,VM
दाखवतात,VAUX
.,SYM

मुले,NN
आश्‍चर्यचकित,NN
नजरेने,VM
पाहतात,VAUX
.,SYM
),SYM
साहिल,NNP
:बाई,NN
खरंच,INJ
किती,QF
छान!,INJ
हा,PRP
संगणक,NN
कसा,WQ
लिहितो?,VM
मी,PRP
दाखवते,VM
तुम्हांला,PRP
.,SYM

(बाई,NN
कीबोर्डवर,NN
टाईप,VM
करतात,VM
आणि,CC
अक्षरे,NN
दिसूलागतात,VM
.,SYM
),SYM
अर्चना,NN
:बाई,NN
संगणक,NN
कोणकोणती,WQ
कामे,VM
करतो,VAUX
हे,PRP
समजले,VM
.,SYM

फारच,QF
करामती,VM
आहे,VAUX
हा,PRP
संगणक!,NN
आता,PSP
आम्ही,PRP
संगणकाविषयी,NN
अधिक,RB
माहिती,NN
मिळवू,VAUX
.,SYM

तुम्ही,PRP
कराल,VM
ना,VAUX
मदत?,VM
बाई,NN
:,SYM
हो,VAUX
.,SYM

पुढील,PSP
वेळी,NN
आपण,PRP
अधिक,RB
माहिती,VM
मिळवू,VAUX
.,SYM

