फुग्या,NN
फुग्या,NN
फुगशील,VM
किती?,WQ
आभाळी,NN
उंच,JJ
जाशील,VM
किती?,WQ
पक्ष्यांशी,NN
गोष्टी,VM
करशील,VAUX
किती?,WQ
वाऱ्याशी,NN
झुंज,VM
घेशील,VAUX
किती?,WQ
ढगांना,NN
पार,PSP
करणार,VM
का?,WQ
ताऱ्यांशी,NN
खोखो,RDP
खेळणार,VM
का?,WQ
गेलास,VM
जर,CC
का,CC
उंचच,JJ
फार,JJ
चद्राच्या,NN
घरी,NN
मुक्काम,NN
मार,VM
जोडून,VM
दे,VAUX
टेलिफोनची,NN
तार,NN
रोजच,JJ
रात्री,NN
गप्पांचा,VM
वार,NN
मी,PRP
म्हणेन,VM
'हॅलॉव,NN
हॅलॉव’,NN
तिथून,PSP
उत्तर,NN
काय,WQ
हो,VM
राव?’,NN
खरंच,RB
ना,NEG
पण,CC
तू,PRP
वर,PSP
जाणार?,VM
की,CC
मधल्यामध्ये,PSP
‘फट्,NN
’,UNK
म्हणणार?,VM
