पहाटे,NN
पहाटे,NN
कोंबडा,NN
आरवतो,VM
.,SYM

झरीपाडा,NNP
जागा,VM
होतो,VAUX
.,SYM

हिरव्यागार,JJ
डोंगराआडून,NN
सूर्य,NN
उगवतो,VM
.,SYM

सूर्योदयाबरोबर,NN
डोंगर,NN
तांबूस,JJ
किरणात,NN
न्हाऊन,VM
निघतो,VM
.,SYM

सकाळ,NN
होताच,VM
सर्वजण,PRP
आपापल्या,DEM
कामाला,VM
लागतात,VAUX
.,SYM

लोक,NN
विहिरीवरून,NN
पाणी,NN
भरतात,VM
.,SYM

शेतकरी,NN
गाडीला,NN
बैल,NN
जुंपून,VM
शेतावर,NN
निघतात,VM
.,SYM

बैलांच्या,NN
गळ्यातील,NN
घुंगरांचा,NN
मंजूळ,RB
आवाज,VM
सर्वत्र,NN
ऐकू,VM
जातो,VAUX
.,SYM

मुले-मुली,XC
आंबील,NN
पिऊन,VM
सायकलवरून,NN
शाळेला,NN
जातात,VM
.,SYM

पाड्याजवळून,NN
झरा,NN
वाहतो,VM
म्हणून,VM
त्याचे,PRP
नाव,NN
झरीपाडा,NNP
पडले,VM
आहे,VAUX
.,SYM

झरा,NN
डोंगरात,NN
उगम,VM
पावतो,VAUX
.,SYM

तो,PRP
मोठ्या,JJ
ओढ्याला,NN
मिळतो,VM
.,SYM

मोठा,JJ
ओढा,NN
गावाजवळच्या,NN
नदीला,NN
जाऊन,VM
मिळतो,VAUX
.,SYM

डोंगर,NN
उतारावर,NN
खाचरात,NN
भातशेती,NN
होते,VM
.,SYM

तसेच,CC
नाचणीचे,NNP
पीक,NN
घेतले,VM
जाते,VAUX
.,SYM

पाड्यावरील,NN
घरे,NN
छोटी,JJ
छोटी,JJ
आहेत,VM
.,SYM

घराचे,NN
छप्पर,NN
गवताच्या,NN
पेंढ्यांनी,NNP
किंवा,CC
झावळ्यांनी,NN
शाकारतात,VM
.,SYM

घरातील,VM
जमीन,NN
अंगण,NN
शेणाने,NN
सारतात,VM
.,SYM

भिंतीवर,NN
सुंदर,JJ
सुंदर,JJ
चित्रे,NN
काढलेली,VM
असतात,VAUX
.,SYM

ती,PRP
वारली,NN
चित्रकलेतील,NN
असतात,VM
.,SYM

घरे,NN
आतबाहेर,PSP
स्वच्छ,VM
असतात,VAUX
.,SYM

घरातील,VM
भांडीकुंडी,NN
स्वच्छ,VM
असतात,VAUX
.,SYM

परिसरात,PSP
कोठेही,WQ
कचरा,NN
नसतो,VM
.,SYM

घराच्या,NN
बाजूला,PSP
जनावरांसाठी,NN
गोठा,NN
असतो,VM
.,SYM

कोंबड्यासाठी,NN
खुराडे,NN
असते,VM
.,SYM

घरोघरी,XC
कुत्रा,NN
पाळला,VM
जातो,VAUX
.,SYM

घराच्या,NN
अवतीभोवती,XC
खजुरी,NN
साग,NN
कडुलिंब,NN
आंबा,NN
बोर,NN
चिंच,NN
यांसारखी,PRP
झाडे,NN
असतात,VM
.,SYM

लोक,NN
आनंदाने,NN
फळे,NN
खातात,VM
.,SYM

त्यांच्या,PRP
जेवणात,NN
नाचणीची,NN
भाकरी,NN
सुकी,NN
मासळी,NN
आणि,CC
पेज,NN
असते,VM
.,SYM

अवतीभोवतीच्या,PSP
परिसरातील,NN
करटोली,NN
शेवळी,NN
ससेकान,NN
यांसारख्या,PRP
रानभाज्या,NN
ते,PRP
आवडीने,NN
खातात,VM
.,SYM

कंद,NN
उकडून,NN
खातात
.,SYM

घरातील,VM
भिंतीला,NN
तारपा,NN
वाद्य,NN
टांगलेले,VM
असते,VAUX
.,SYM

रात्रीच्या,NN
चांदण्यात,NN
तारपा,NN
वाजू,VM
लागला,VAUX
की,CC
मुले-मुली,XC
नाच,VM
करतात,VAUX
.,SYM

नृत्य,NN
पाहण्यासाठी,VM
वाडगो,NN
आणि,CC
वाडगिणी,NN
हजर,VM
असतात,VAUX
.,SYM
घरातील,VM
मोठ्या,JJ
पुरुषाला,NN
वाडगो,NN
तर,CC
महिलेला,NN
वाडगीण,NN
म्हणतात,VM
.,SYM

पाड्यावरील,NN
सर्वजण,QF
त्यांची,PRP
आज्ञा,VM
पाळतात,VAUX
.,SYM

