“आई,NN
.,SYM
..
आई,NN
,UNK
करना,VM
गं,INJ
भेळ'',NN
“छे,INJ
रे,INJ
बाबा,NN
मला,PRP
नाही,NEG
वेळ'',NN
एवढे,QF
कसले,VM
नाराज,VM
होता,VAUX
भेळ,NN
करू,VM
बघता,VAUX
बघता!,VAUX
चुरमुरे,NN
घ्या,VM
कुरकुरीत,JJ
शेव,NN
पापडी,NN
चुरचुरीत!,JJ
टोमॅटो,NN
कांदा,NN
कोथिंबीर,NN
अगदी,QF
बारीक,JJ
छान,JJ
चीर!,VM
पाणी,NN
.,SYM
..
खजूर,NN
थोडी,JJ
चिंच,NN
कालवून,VM
चटणी,NN
केली,VM
मस्त!,NN
थोडं,QF
तिखट,NN
.,SYM
.थोडं,QF
मीठ,NN
मिसळून,VM
टाका,VM
छान,JJ
नीट!,VM
गोल,RB
बसा,VM
.,SYM
.,SYM
गालात,NN
हसा,VM
वाटून,VM
घ्या,VAUX

.,SYM


.,SYM
पसा..पसा!,RDP
बघता,VM
बघता,VM
चट्टामट्टा,XC
कागद,NN
नक्की,RB
डब्यात,NN
टाका!,VM
त्,UNK
