हळूच,RB
या,VM
हो,VM
हळूच,RB
या!,VM
गोड,JJ
सकाळी,NN
ऊन,NN
पडे,VM
दवबिंदूंचे,NN
पडति,VM
सडे,VM
हिरव्या,JJ
पानांतुन,NN
वरती,PSP
येवोनी,VM
फुललो,NN
जगती,NN
हृदये,NN
अमुची,PRP
इवलीशी,JJ
परि,NN
गंधाच्या,NN
मधि,PSP
राशी,NN
हासुन,NN
डोलुन,VM
देतो,VM
उधळुन,VM
सुगंध,NN
या,VM
तो,PRP
सेवाया;,VM
हळूच,RB
या;,VM
पण,CC
हळूच,RB
या!,VM
कधि,QF
पानांच्या,NN
आड,PSP
दडू,VM
कधि,QF
आणू,VM
लटकेच,RB
रडू,VM
कधि,QF
वाऱ्याच्या,NN
झोताने,VM
डोलत,VM
बसतो,VAUX
गमतीने,VM
तऱ्हेतऱ्हेचे,QF
रंग,NN
किती,QF
अमुच्या,PRP
या,PSP
अंगावरती,NN
निर्मल,JJ
सुंदर,NN
अमुचे,PRP
अंतर,NN
या,VM
आम्हांला,PRP
भेटाया;,VM
हळूच,JJ
या;,VM
पण,CC
हळूच,JJ
या!,VM
