दिनू,NNP
:,SYM
मित्रांनो,NN
!,SYM
ऑगस्ट,NNP
महिन्यात,NN
आपला,PRP
स्वातंत्र्य,NN
दिन,NN
साजरा,VM
झाला,VAUX
.,SYM

शाळेत,NN
झेंडावंदन,NN
झाले,VM
प्रभातफेरी,VM
निघाली,VAUX
भाषणे,VM
झाली,VAUX
मुलांना,NN
खाऊ,VM
दिला,VAUX
.,SYM

आता,PSP
२६,UNK
जानेवारीला,NNP
आपल्या,PRP
शाळेत,NN
प्रजासत्ताक,NN
दिन,NN
साजरा,VM
होईल,VAUX
.,SYM

रहीम,NNP
:,SYM
दिनू,NNP
\,UNK
तुला,PRP
कसे,WQ
रे,INJ
कळते,VM
कोणत्या,WQ
दिवशी,NN
काय,WQ
साजरे,RB
होणार,VM
आहे?,VAUX
कोणत्या,WQ
दिवशी,NN
सुट्टी,NN
आहे?,VM
दिनू,NN
:,SYM
त्यात,VM
काय,WQ
एवढे!,QF
अरे,INJ
घरी,NN
दिनदर्शिका,NN
असते,VM
ना,VAUX
.,SYM

त्यात,VM
सर्व,PRP
माहिती,NN
दिलेली,VM
असते,VAUX
.,SYM

मुमताज,NNP
:,SYM
काय,WQ
काय,WQ
माहिती,NN
असते,VM
दिनदर्शिकेत?,NN
दिनू,NNP
:दिनदर्शिकेत,NN
वर्ष,NN
महिने\,NN
वार,NN
आणि,CC
दिनांक,NN
दिलेले,VM
असतात,VAUX
.,SYM

रंजना,NNP
:आणखी,NN
काय,WQ
बरे,INJ
असते?,VM
दिनू,NNP
:विविध,NN
सण,NN
उत्सव,NN
दिलेले,VM
असतात,VAUX
.,SYM

थोर,NN
व्यक्तींची,NN
जयंती,NN
पुण्यतिथी,NN
असे,VM
दिनविशेष,NN
दिलेले,VM
असतात,VAUX
.,SYM

हेमांगी,NNP
:,SYM
दिनू,NNP
तुला,PRP
तर,CC
फारच,NN
माहिती,NN
आहे,VM
रे!,NN
दिनू,NNP
:हो,VM
मी,PRP
रोज,NN
सकाळी,NN
दिनदर्शिका,NN
वाचतो,VM
मगच,CC
शाळेत,NN
येतो,VM
.,SYM

त्यामुळे,CC
परिपाठात,NN
मला,PRP
माहिती,NN
सांगता,VM
येते,VAUX
.,SYM

अर्चना,NNP
:चला,VM
मित्रांनो,NN
आपण,PRP
वर्गातील,NN
दिनदर्शिका,NN
समजून,VM
घेऊया,VAUX
.,SYM

