एका,QC
सुंदर,JJ
बागेत,NN
सकाळीच,NN
फुलांचे,NN
संमेलन,NN
भरले,VM
होते,VAUX
.,SYM

जाई,NN
जुई,NN
कर्दळीची,NN
सगळीकडे,PRP
वर्दळ,VM
होती,VAUX
.,SYM

झेंडू,NN
कण्हेरी,NNP
आणि,CC
जास्वंदी,NNP
दिसत,VM
होते,VAUX
आनंदी!,NN
पिवळा,JJ
आणि,CC
हिरवा,JJ
चाफा,NN
शांत,RB
बसले,VM
होते,VAUX
.,SYM

पांढरा,JJ
मोगरा,NN
स्वच्छ,JJ
सदरा,NN
घालून,VM
इकडूनतिकडे,XC
फिरत,VM
होता,VM
.,SYM

सगळ्यांच्या,PRP
स्वागतासाठी,VM
तळ्यातले,NN
कमळ,NNP
डोलत,VM
होते,VAUX
.,SYM

निशिगंधाच्या,NNP
वासाने,VM
वातावरण,NN
प्रसन्न,VM
झाले,VM
होते,VAUX
.,SYM

सगळ्या,QF
बागेत,NN
फुलांच्या,NN
सुगंधाने,NN
फुलपाखरांना,NN
आमंत्रित,VM
केले,VM
होते,VAUX
.,SYM

एवढ्यात,QF
एका,QC
फुलपाखराने,NN
संदेश,NN
आणला,VAUX
“चला,VM
चला,VM
फुलांचा,NN
राजा,NN
आला,VM
.,SYM

चला,VM
स्वागताला,VM
.,SYM
'',SYM
सगळी,QF
फुले,NN
सावध,VM
झाली,VAUX
.,SYM

आपापल्या,DEM
जागेवर,NN
ताठ,JJ
उभी,NN
राहिली,VM
.,SYM

मग,CC
गुलाबाच्या,NNP
लाल,JJ
टपोऱ्या,NN
सुंदर,JJ
फुलाचे,NN
ऐटीत,RB
आगमन,VM
झाले,VAUX
.,SYM

बागेतल्या,NN
उंच,JJ
कट्ट्यावर,NN
गुलाबराजे,NN
बसले,VM
.,SYM

सगळीकडे,PRP
शांतता,VM
पसरली,VAUX
.,SYM

सदाफुलीने,NNP
छान,JJ
गाणे,VM
म्हटले,VAUX
.,SYM

झेंडूने,NN
गोष्ट,VM
सांगितली,VAUX
.,SYM

फुलपाखरांनी,NN
नाच,VM
करून,VM
दाखवला,VAUX
.,SYM

निशिगंधाने,NNP
गुलाबरावांचे,NNP
स्वागत,VM
केले,VAUX
.,SYM

जाई-जुई,NNP
बाजूला,PSP
उभ्या,VM
राहिल्या,VM
आणि,CC
गुलाबराजे,NNP
उभे,RB
राहिले,VM
.,SYM

मोठ्या,JJ
उत्साहाने,NN
त्यांनी,PRP
आपले,PRP
भाषण,NN
सुरू,VM
केले,VAUX
.,SYM

“माझ्या,PRP
सुगंधी,JJ
मित्रांनो,NN
आणि,CC
मैत्रिणींनो,NN
या,DEM
संमेलनात,NN
आपण,PRP
माझे,PRP
स्वागत,VM
केले,VAUX
.,SYM

माझे,PRP
मन,NN
हरखून,VM
गेले,VAUX
.,SYM

मी,PRP
आज,NN
खूप,RB
आनंदी,VM
आहे,VAUX
.,SYM

आजपर्यंत,PSP
सगळ्यांच्या,NN
स्वागताला,VM
मीच,PRP
पुढे,PSP
असायचो;,VM
पण,CC
आज,RB
माझे,PRP
स्वागत!,JJ
मन,NN
अगदी,RB
प्रसन्न,VM
झाले,VAUX
.,SYM

मित्रांनो,NN
आपला,PRP
सुगंध,NN
असाच,VM
सर्वत्र,QF
दरवळत,VM
राहो,VAUX
.,SYM

प्रत्येकाच्या,NN
जीवनात,NN
आनंद,NN
फुलावा,VM
असे,VM
मला,PRP
मनापासून,NN
वाटते,VM
.,SYM

धन्यवाद्‌!'',VM
सगळ्या,QF
फुलांनी,NN
पाकळ्या,NN
हलवल्या,VM
.,SYM

जणू,CC
काही,QF
त्यांनी,PRP
टाळ्याच,NN
वाजवल्या,VM
आणि,CC
तिथेच,PSP
फुलांच्या,NN
संमेलनाची,NN
सांगता,VM
झाली,VAUX
.,SYM

अनन्याला,NNP
अचानक,RB
जाग,VM
आली,VAUX
आणि,CC
पाहते,VM
तो,PRP
काय?,WQ
तिच्या,PRP
वाढदिवसाला,NN
सगळ्या,PRP
मैत्रिणी,NN
हातात,NN
वेगवेगळी,NN
फुले,NN
घेऊन,VM
आल्या,VM
होत्या,VAUX
.,SYM

